Begrotingsjaar;Uitgaven Ontvangsten Verplichtingen;Begrotingsnummer;Naam Begroting ;Artikel nummer;Artikel;Stand ontwerpbegroting;Stand vastgestelde begroting;Stand eerste suppletoire;Stand tweede suppletoire;Realisatie
2016;V;IIA;Staten-Generaal;3;Wetgeving en controle Tweede Kamer;97421;97421;101529;101410;96927
2016;O;IIA;Staten-Generaal;4;Wetgeving en controle Eerste en Tweede Kamer;23;23;23;23;0
2016;U;IIA;Staten-Generaal;4;Wetgeving en controle Eerste en Tweede Kamer;1482;1482;1482;1486;1070
2016;V;IIA;Staten-Generaal;4;Wetgeving en controle Eerste en Tweede Kamer;1482;1482;1482;1486;1070
2016;U;IIA;Staten-Generaal;10;Nominaal en onvoorzien;-1781;-1781;3332;-1781;0
2016;V;IIA;Staten-Generaal;10;Nominaal en onvoorzien;-1781;-1781;3332;-1781;0
2016;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;1;Raad van State;1950;1950;1950;1950;1725
2016;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;1;Raad van State;54031;54031;57038;57765;57616
2016;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;1;Raad van State;54031;54031;57038;57765;58906
2016;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;2;Algemene Rekenkamer;1217;1217;1217;1217;802
2016;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;2;Algemene Rekenkamer;28204;28204;28476;28822;28868
2016;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;2;Algemene Rekenkamer;28204;28204;28476;28822;29159
2016;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;3;De Nationale Ombudsman;2189;2189;2189;2771;2775
2016;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;3;De Nationale Ombudsman;15204;15204;14948;16150;16306
2016;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;3;De Nationale Ombudsman;15204;15204;14948;16150;16662
2016;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;4;Kanselarij der Nederlandse Orden;29;29;29;159;294
2016;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;4;Kanselarij der Nederlandse Orden;5421;5421;5909;5134;4409
2016;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;4;Kanselarij der Nederlandse Orden;5421;5421;5909;5134;6178
2016;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;6;Kabinet van de Gouverneur van Aruba;60;60;60;60;97
2016;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;6;Kabinet van de Gouverneur van Aruba;1776;1776;2178;2223;1978
2016;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;6;Kabinet van de Gouverneur van Aruba;1776;1776;2178;2223;1978
2016;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;7;Kabinet van de Gouverneur van Curaçao;200;200;200;200;158
2016;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;7;Kabinet van de Gouverneur van Curaçao;2708;2708;3211;3273;3227
2016;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;7;Kabinet van de Gouverneur van Curaçao;2708;2708;3211;3273;3227
2016;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;8;Kabinet van de Gouverneur van Sint Maarten;50;50;50;50;113
2016;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;8;Kabinet van de Gouverneur van Sint Maarten;1958;1958;2371;2415;2321
2016;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;8;Kabinet van de Gouverneur van Sint Maarten;1958;1958;2371;2415;2299
2016;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;10;Nominaal en onvoorzien;0;0;3004;0;0
2016;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;10;Nominaal en onvoorzien;0;0;3004;0;0
2016;O;III;Algemene Zaken;1;Bevorderen eenheid regeringsbeleid;4425;4425;4621;4121;4111
2016;U;III;Algemene Zaken;1;Bevorderen eenheid regeringsbeleid;59240;59240;60783;56531;55654
2016;V;III;Algemene Zaken;1;Bevorderen eenheid regeringsbeleid;59240;59240;60783;56531;55654
2016;O;III;Algemene Zaken;4;Kabinet van de Koning;2343;2343;2436;2436;2429
2016;U;III;Algemene Zaken;4;Kabinet van de Koning;2343;2343;2436;2436;2410
2016;V;III;Algemene Zaken;4;Kabinet van de Koning;2343;2343;2436;2436;2410
2016;O;III;Algemene Zaken;5;Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten;0;0;0;0;18
2016;U;III;Algemene Zaken;5;Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten;1583;1583;1623;1623;1263
2016;V;III;Algemene Zaken;5;Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten;1583;1583;1623;1623;1263
2016;O;IV;Koninkrijksrelaties;1;Waarborgfunctie;4857;4857;5357;6060;5981
2016;U;IV;Koninkrijksrelaties;1;Waarborgfunctie;70252;70252;71752;72652;77735
2016;V;IV;Koninkrijksrelaties;1;Waarborgfunctie;70252;70252;71752;72652;67650
2016;O;IV;Koninkrijksrelaties;4;Bevorderen sociaal-economische structuur;3213;3213;9013;9828;8422
2016;U;IV;Koninkrijksrelaties;4;Bevorderen sociaal-economische structuur;14559;14559;16966;20169;17994
2016;V;IV;Koninkrijksrelaties;4;Bevorderen sociaal-economische structuur;14559;14559;16966;20169;16600
2016;O;IV;Koninkrijksrelaties;5;Schuldsanering/lopende inschrijving/leningen;28405;28405;28405;34599;42245
2016;U;IV;Koninkrijksrelaties;5;Schuldsanering/lopende inschrijving/leningen;149929;149929;149929;179631;179631
2016;V;IV;Koninkrijksrelaties;5;Schuldsanering/lopende inschrijving/leningen;0;0;0;29702;29702
2016;U;IV;Koninkrijksrelaties;6;Apparaat;21466;21466;19882;18445;21310
2016;V;IV;Koninkrijksrelaties;6;Apparaat;21466;21466;19882;18445;21176
2016;U;IV;Koninkrijksrelaties;7;Nominaal en onvoorzien;1260;1260;3966;13083;0
2016;V;IV;Koninkrijksrelaties;7;Nominaal en onvoorzien;1260;1260;3966;13083;0
2016;O;IXA;Nationale Schuld (Transactiebasis);1;Financiering staatsschuld;38503000;38503000;43084000;38705000;40651147
2016;U;IXA;Nationale Schuld (Transactiebasis);1;Financiering staatsschuld;36227971;36227971;39783971;42426562;43840168
2016;V;IXA;Nationale Schuld (Transactiebasis);1;Financiering staatsschuld;36227971;36227971;39783971;42426562;43840168
2016;O;IXA;Nationale Schuld (Transactiebasis);2;Kasbeheer;5388051;5388051;7208014;9855911;8657011
2016;U;IXA;Nationale Schuld (Transactiebasis);2;Kasbeheer;1201449;1201449;1560619;1533455;1508730
2016;V;IXA;Nationale Schuld (Transactiebasis);2;Kasbeheer;1201449;1201449;1560619;1533455;1508730
2016;O;IXB;Financiën;1;Belastingen;929568;929568;842012;830155;831338
2016;U;IXB;Financiën;1;Belastingen;3102765;3114765;3329432;3377832;3323566
2016;V;IXB;Financiën;1;Belastingen;3102765;3114765;3329432;3910832;3651055
2016;O;IXB;Financiën;2;Financiele Markten;10311;10311;34476;53025;56555
2016;U;IXB;Financiën;2;Financiele Markten;22379;22379;23713;20912;18834
2016;V;IXB;Financiën;2;Financiele Markten;22379;22379;23713;4184412;4185048
2016;O;IXB;Financiën;3;Financ. act. Publiek-Private sector;1831850;1881850;2041917;7830952;7921995
2016;U;IXB;Financiën;3;Financ. act. Publiek-Private sector;19401;19401;40971;2539487;2615449
2016;V;IXB;Financiën;3;Financ. act. Publiek-Private sector;19401;19401;40971;-83613;223513
2016;O;IXB;Financiën;4;Internationale Fin. Betrekkingen;22992;22992;13415;10052;10053
2016;U;IXB;Financiën;4;Internationale Fin. Betrekkingen;439981;439981;681737;596473;597440
2016;V;IXB;Financiën;4;Internationale Fin. Betrekkingen;268782;268782;-4722218;-4622862;-33540633
2016;O;IXB;Financiën;5;Exportkrediet- en investeringsverzekering;246952;246952;246952;335750;345093
2016;U;IXB;Financiën;5;Exportkrediet- en investeringsverzekering;88056;88056;88056;176941;186714
2016;V;IXB;Financiën;5;Exportkrediet- en investeringsverzekering;10616436;10616436;10616436;10705321;206840
2016;U;IXB;Financiën;6;BTW-Compensatiefonds;2851726;2851726;2855991;2933665;3003566
2016;V;IXB;Financiën;6;BTW-Compensatiefonds;2851726;2851726;2855991;2933665;3003566
2016;O;IXB;Financiën;7;Beheer materiele activa;1800;1800;1800;0;0
2016;U;IXB;Financiën;7;Beheer materiele activa;306;306;306;0;0
2016;V;IXB;Financiën;7;Beheer materiele activa;306;306;306;0;0
2016;U;IXB;Financiën;10;Nominaal en onvoorzien;63539;63539;122159;15266;0
2016;V;IXB;Financiën;10;Nominaal en onvoorzien;63539;63539;122159;15266;0
2016;O;IXB;Financiën;21;Centraal Apparaat;61018;61018;52191;50402;51786
2016;U;IXB;Financiën;21;Centraal Apparaat;242985;242985;242625;236864;221938
2016;V;IXB;Financiën;21;Centraal Apparaat;242985;242985;242625;236864;222645
2016;O;J;Deltafonds;1;Investeren in waterveiligheid;186950;186950;187995;208509;208776
2016;U;J;Deltafonds;1;Investeren in waterveiligheid;661112;661112;681728;568735;587938
2016;V;J;Deltafonds;1;Investeren in waterveiligheid;1014493;1014493;1621196;611622;531871
2016;O;J;Deltafonds;2;Investeren in zoetwatervoorziening;4859;4859;5839;6717;6716
2016;U;J;Deltafonds;2;Investeren in zoetwatervoorziening;49603;49603;49411;37214;33918
2016;V;J;Deltafonds;2;Investeren in zoetwatervoorziening;41620;41620;40786;38449;45088
2016;U;J;Deltafonds;3;Beheer, Onderhoud en vervanging;206336;206336;214939;219978;210854
2016;V;J;Deltafonds;3;Beheer, Onderhoud en vervanging;268257;268257;172500;185991;187652
2016;O;J;Deltafonds;5;Netwerkgebonden kosten en overige uitgaven;0;0;59381;59381;59384
2016;U;J;Deltafonds;5;Netwerkgebonden kosten en overige uitgaven;270063;270063;274517;296420;295574
2016;V;J;Deltafonds;5;Netwerkgebonden kosten en overige uitgaven;282366;282366;280986;296314;295552
2016;O;J;Deltafonds;6;Bijdrage ten laste van begroting Hoofdstuk XII;1019652;1019652;1006686;999533;999533
2016;U;J;Deltafonds;7;Investeren in Waterkwaliteit;24347;24347;39306;21928;19090
2016;V;J;Deltafonds;7;Investeren in Waterkwaliteit;17907;17907;17993;29058;10090
2016;U;V;Buitenlandse Zaken;41;Internationale rechtsorde en eerbiediging mensenrechten;113591;113591;114051;108518;110812
2016;V;V;Buitenlandse Zaken;41;Internationale rechtsorde en eerbiediging mensenrechten;94041;94041;94081;122098;120747
2016;O;V;Buitenlandse Zaken;42;Veiligheid en stabiliteit;1197;1197;1197;2843;2760
2016;U;V;Buitenlandse Zaken;42;Veiligheid en stabiliteit;248740;251940;302977;320401;318845
2016;V;V;Buitenlandse Zaken;42;Veiligheid en stabiliteit;233499;236699;288217;332195;294824
2016;O;V;Buitenlandse Zaken;43;Europese Samenwerking;2403041;2403041;2389054;655988;1135998
2016;U;V;Buitenlandse Zaken;43;Europese Samenwerking;7891356;7891356;7371632;8515921;8862286
2016;V;V;Buitenlandse Zaken;43;Europese Samenwerking;7698273;7698273;7188809;8340973;8670611
2016;O;V;Buitenlandse Zaken;44;Consulaire belangenbehartiging;42090;42090;42090;48184;52618
2016;U;V;Buitenlandse Zaken;44;Consulaire belangenbehartiging;52703;49503;50450;51364;69776
2016;V;V;Buitenlandse Zaken;44;Consulaire belangenbehartiging;53120;49920;62455;55869;76990
2016;U;V;Buitenlandse Zaken;46;Nominaal en onvoorzien;33970;33970;155;30;0
2016;V;V;Buitenlandse Zaken;46;Nominaal en onvoorzien;33970;33970;155;30;0
2016;O;V;Buitenlandse Zaken;47;Apparaat;21450;21450;21450;37750;48102
2016;U;V;Buitenlandse Zaken;47;Apparaat;704257;704257;730186;736370;744579
2016;V;V;Buitenlandse Zaken;47;Apparaat;714489;714489;725800;737383;753500
2016;O;VI;Justitie en Veiligheid;31;Nationale Politie;500;500;500;17903;17848
2016;U;VI;Justitie en Veiligheid;31;Nationale Politie;5199190;5199190;5447561;5595789;5595908
2016;V;VI;Justitie en Veiligheid;31;Nationale Politie;5189705;5189705;5437176;5585404;5577340
2016;O;VI;Justitie en Veiligheid;32;Rechtspleging en rechtsbijstand;282984;231900;231900;208100;197941
2016;U;VI;Justitie en Veiligheid;32;Rechtspleging en rechtsbijstand;1443296;1467565;1490751;1605948;1611304
2016;V;VI;Justitie en Veiligheid;32;Rechtspleging en rechtsbijstand;1443296;1467565;1490751;1605948;1610487
2016;O;VI;Justitie en Veiligheid;33;Veiligheid en criminaliteitsbestrijding;1127298;1235298;1479914;1406007;1383500
2016;U;VI;Justitie en Veiligheid;33;Veiligheid en criminaliteitsbestrijding;645578;665578;669911;747464;739639
2016;V;VI;Justitie en Veiligheid;33;Veiligheid en criminaliteitsbestrijding;645578;665578;669911;747464;861289
2016;O;VI;Justitie en Veiligheid;34;Straffen en Beschermen;104426;98069;98069;95668;98642
2016;U;VI;Justitie en Veiligheid;34;Straffen en Beschermen;2644228;2647871;2707437;2886036;2861171
2016;V;VI;Justitie en Veiligheid;34;Straffen en Beschermen;2644228;2647871;2707437;2886036;2843386
2016;O;VI;Justitie en Veiligheid;36;Contraterrorisme en Nationaal Veiligheidsbeleid;0;0;0;663;1473
2016;U;VI;Justitie en Veiligheid;36;Contraterrorisme en Nationaal Veiligheidsbeleid;257151;257151;251859;249985;249507
2016;V;VI;Justitie en Veiligheid;36;Contraterrorisme en Nationaal Veiligheidsbeleid;257151;257151;251859;249985;247478
2016;O;VI;Justitie en Veiligheid;37;Vreemdelingen;0;53500;265900;508931;485135
2016;U;VI;Justitie en Veiligheid;37;Vreemdelingen;824898;878398;1740195;1716675;1686919
2016;V;VI;Justitie en Veiligheid;37;Vreemdelingen;824898;878398;1740195;1716675;1664931
2016;O;VI;Justitie en Veiligheid;91;Apparaatsuitgaven kerndepartement;1918;51918;16918;183726;190785
2016;U;VI;Justitie en Veiligheid;91;Apparaatsuitgaven kerndepartement;408564;408564;413242;443828;445189
2016;V;VI;Justitie en Veiligheid;91;Apparaatsuitgaven kerndepartement;400647;400647;405325;435911;443981
2016;U;VI;Justitie en Veiligheid;92;Nominaal en onvoorzien;30958;173605;295124;6210;0
2016;V;VI;Justitie en Veiligheid;92;Nominaal en onvoorzien;30958;173605;295124;6210;0
2016;O;VI;Justitie en Veiligheid;93;Geheim;0;0;0;0;88
2016;U;VI;Justitie en Veiligheid;93;Geheim;3067;3067;3067;3067;2433
2016;V;VI;Justitie en Veiligheid;93;Geheim;3067;3067;3067;3067;2433
2016;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;61;Openbaar bestuur en democratie;21965;21965;25665;26690;26733
2016;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;61;Openbaar bestuur en democratie;29154;29154;35225;37249;34425
2016;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;61;Openbaar bestuur en democratie;29154;29154;35225;37249;35380
2016;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;62;Algemene Inlichtingen- en Veiligheidsdienst;12714;12714;12714;12714;12862
2016;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;62;Algemene Inlichtingen- en Veiligheidsdienst;213713;213713;213353;228132;229289
2016;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;62;Algemene Inlichtingen- en Veiligheidsdienst;213713;213713;213353;228132;206751
2016;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;66;Dienstverlenende en innovatieve overheid;624;624;4924;16527;17246
2016;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;66;Dienstverlenende en innovatieve overheid;151477;151477;168910;195762;193829
2016;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;66;Dienstverlenende en innovatieve overheid;151477;151477;168865;195762;170392
2016;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;67;Arbeidszaken overheid;820;820;820;2203;2791
2016;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;67;Arbeidszaken overheid;32911;32911;33474;32935;29118
2016;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;67;Arbeidszaken overheid;32911;32911;33474;32935;23326
2016;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;71;Centraal Apparaat;5925;5925;93672;115890;95359
2016;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;71;Centraal Apparaat;254767;254767;388459;425960;415748
2016;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;71;Centraal Apparaat;254767;254767;388459;425919;414415
2016;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;72;Algemeen;1206;1206;1171;1181;871
2016;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;72;Algemeen;1206;1206;1171;1181;825
2016;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;73;Nominaal en onvoorzien;0;0;16775;24800;0
2016;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;73;Nominaal en onvoorzien;0;0;16775;24800;0
2016;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;74;VUT-fonds;0;0;0;51007;51007
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;1661;1661;16661;28461;32607
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;9957395;9957395;9983831;10223457;10212473
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;0;0;9983831;10222668;10216767
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;4661;4661;10213;10213;7936
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;7574452;7574452;7705316;7948506;7951000
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;0;0;7825584;8338418;7942036
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;3000;3000;3000;3000;3338
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;4064713;4064713;4049744;4121215;4118176
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;0;0;4021035;4407654;4478441
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;1213;1213;1476;1476;1903
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;2823794;2823794;2760132;2833388;2833160
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;0;0;2709821;2860443;2867843
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;16;16;16;16;2253
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;4160209;4160209;4212627;4328446;4328205
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;0;0;4260207;4375621;4391850
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;99;99;99;99;1
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;13662;13662;13825;13998;12281
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;0;0;12543;13223;11001
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;6000;6000;6000;6000;12319
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;250915;250915;239431;221258;208594
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;0;0;238828;193967;188280
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;869711;869711;814803;786803;795034
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;4953609;4953609;5405322;5830056;5828062
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;0;0;5405322;5830056;5828062
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;3034;3034;3030;3030;2630
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;88307;88307;88174;88776;86708
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;0;0;88174;88776;86708
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;13;Lesgelden;249135;249135;249351;249351;248477
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;13;Lesgelden;7071;7071;7058;7136;7198
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;13;Lesgelden;0;0;7058;7136;7198
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;14;Cultuur;494;494;494;2254;2421
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;14;Cultuur;747563;757563;788682;798192;795135
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;14;Cultuur;0;10000;2814654;2736516;2072046
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;15;Media;197500;197500;206500;206500;206979
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;15;Media;1005485;1005485;1012819;1019107;1019469
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;15;Media;0;0;1012488;990484;990792
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;101;101;101;101;722
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;953579;953579;997116;1041972;1040139
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;0;0;980627;1038375;964085
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;25;Emancipatie;0;0;0;209;284
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;25;Emancipatie;13474;13474;13595;11844;11614
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;25;Emancipatie;0;0;13745;13419;13475
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;91;Nominaal en onvoorzien;0;0;854188;0;0
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;91;Nominaal en onvoorzien;0;0;854188;0;0
2016;O;VIII;Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;567;567;567;567;1467
2016;U;VIII;Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;239161;239161;248982;237396;243565
2016;V;VIII;Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;0;0;248982;237396;243981
2016;O;X;Defensie;1;Opdracht Inzet;26774;26774;16774;39502;55395
2016;U;X;Defensie;1;Opdracht Inzet;367889;367889;289601;310629;277213
2016;V;X;Defensie;1;Opdracht Inzet;367889;367889;289601;310629;739915
2016;O;X;Defensie;2;Taakuitvoering Zeestrijdkrachten;19951;19951;15638;15638;15841
2016;U;X;Defensie;2;Taakuitvoering Zeestrijdkrachten;689550;689550;724922;735825;743972
2016;V;X;Defensie;2;Taakuitvoering Zeestrijdkrachten;689550;689550;724922;735825;720181
2016;O;X;Defensie;3;Taakuitvoering Landstrijdkrachten;20523;20523;19546;6046;5769
2016;U;X;Defensie;3;Taakuitvoering Landstrijdkrachten;1137980;1137980;1214221;1218467;1218579
2016;V;X;Defensie;3;Taakuitvoering Landstrijdkrachten;1137980;1137980;1214221;1218467;1284664
2016;O;X;Defensie;4;Taakuitvoering Luchtstrijdkrachten;15759;15759;13166;13166;12492
2016;U;X;Defensie;4;Taakuitvoering Luchtstrijdkrachten;633799;633799;672895;695126;704647
2016;V;X;Defensie;4;Taakuitvoering Luchtstrijdkrachten;633799;633799;672895;695126;812993
2016;O;X;Defensie;5;Taakuitvoering Koninklijke Marechaussee;4590;4590;4408;5320;7430
2016;U;X;Defensie;5;Taakuitvoering Koninklijke Marechaussee;319517;319517;352554;356923;351732
2016;V;X;Defensie;5;Taakuitvoering Koninklijke Marechaussee;319517;319517;352554;356923;349505
2016;O;X;Defensie;6;Investeringen Krijgsmacht;77636;77636;77931;124297;143242
2016;U;X;Defensie;6;Investeringen Krijgsmacht;1446203;1446203;1336799;1447744;1304491
2016;V;X;Defensie;6;Investeringen Krijgsmacht;1479879;1479879;1749147;2181150;2558598
2016;O;X;Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;42933;42933;42909;34909;29867
2016;U;X;Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;743894;743894;781912;786913;806441
2016;V;X;Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;743894;743894;781912;786913;759247
2016;O;X;Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;53611;53611;63057;65647;63665
2016;U;X;Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;1040571;1040571;1166611;1144787;1127552
2016;V;X;Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;1040571;1040571;1157811;1135987;886300
2016;U;X;Defensie;9;Algemeen;100136;100136;107395;109142;107028
2016;V;X;Defensie;9;Algemeen;100136;100136;106495;108242;89615
2016;O;X;Defensie;10;Centraal apparaat;6818;6818;6853;38049;39017
2016;U;X;Defensie;10;Centraal apparaat;1595554;1595554;1588824;1614378;1594826
2016;V;X;Defensie;10;Centraal apparaat;1595554;1595554;1552124;1577678;1595748
2016;U;X;Defensie;11;Geheime uitgaven;5353;5353;5390;6556;5939
2016;V;X;Defensie;11;Geheime uitgaven;5353;5353;5390;6556;5939
2016;U;X;Defensie;12;Nominaal en onvoorzien;153484;153484;50641;0;0
2016;V;X;Defensie;12;Nominaal en onvoorzien;153484;153484;50641;0;0
2016;O;XII;Infrastructuur en Waterstaat;11;Integraal waterbeleid;0;0;0;0;248
2016;U;XII;Infrastructuur en Waterstaat;11;Integraal waterbeleid;45973;45973;46813;47933;48869
2016;V;XII;Infrastructuur en Waterstaat;11;Integraal waterbeleid;41900;41900;44660;50678;54638
2016;O;XII;Infrastructuur en Waterstaat;13;Ruimtelijke Ontwikkeling;934;934;8824;22831;23057
2016;U;XII;Infrastructuur en Waterstaat;13;Ruimtelijke Ontwikkeling;112233;112233;104559;117020;114623
2016;V;XII;Infrastructuur en Waterstaat;13;Ruimtelijke Ontwikkeling;111358;111358;101243;128542;119402
2016;O;XII;Infrastructuur en Waterstaat;14;Wegen en verkeersveiligheid;6782;6782;6782;6067;3149
2016;U;XII;Infrastructuur en Waterstaat;14;Wegen en verkeersveiligheid;33414;33414;35264;34818;34635
2016;V;XII;Infrastructuur en Waterstaat;14;Wegen en verkeersveiligheid;28702;28702;33727;38560;63115
2016;O;XII;Infrastructuur en Waterstaat;15;OV-keten;0;0;0;6195;6207
2016;U;XII;Infrastructuur en Waterstaat;15;OV-keten;6135;6135;6376;5038;4745
2016;V;XII;Infrastructuur en Waterstaat;15;OV-keten;5171;5171;6663;5899;5566
2016;O;XII;Infrastructuur en Waterstaat;16;Openbaar vervoer en spoor;0;0;0;0;3
2016;U;XII;Infrastructuur en Waterstaat;16;Openbaar vervoer en spoor;23996;23996;22388;25051;18896
2016;V;XII;Infrastructuur en Waterstaat;16;Openbaar vervoer en spoor;4573;4573;5283;28695;28104
2016;O;XII;Infrastructuur en Waterstaat;17;Luchtvaart;9311;9311;10312;8327;8392
2016;U;XII;Infrastructuur en Waterstaat;17;Luchtvaart;24985;24985;25537;28681;27440
2016;V;XII;Infrastructuur en Waterstaat;17;Luchtvaart;25355;25355;28047;33124;30324
2016;O;XII;Infrastructuur en Waterstaat;18;Scheepvaart en havens;0;0;0;0;254
