Begrotingsjaar;Uitgaven Ontvangsten Verplichtingen;Begrotingsnummer;Naam Begroting ;Artikel nummer;Artikel;Stand ontwerpbegroting;Stand vastgestelde begroting;Stand eerste suppletoire;Stand tweede suppletoire;Realisatie
2019;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;2;Nationale veiligheid;274253;0;0;0;0
2019;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;2;Nationale veiligheid;274253;0;0;0;0
2019;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;3;Woningmarkt;521000;0;0;0;0
2019;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;3;Woningmarkt;4104213;0;0;0;0
2019;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;3;Woningmarkt;4104088;0;0;0;0
2019;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;4;Energietransitie gebouwde omgeving en bouwkwaliteit;91;0;0;0;0
2019;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;4;Energietransitie gebouwde omgeving en bouwkwaliteit;209008;0;0;0;0
2019;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;4;Energietransitie gebouwde omgeving en bouwkwaliteit;78008;0;0;0;0
2019;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;5;Ruimtelijke ordening en omgevingswet;3824;0;0;0;0
2019;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;5;Ruimtelijke ordening en omgevingswet;102919;0;0;0;0
2019;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;5;Ruimtelijke ordening en omgevingswet;94897;0;0;0;0
2019;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;6;Overheidsdienstverlening en informatiesamenleving;1609;0;0;0;0
2019;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;6;Overheidsdienstverlening en informatiesamenleving;174479;0;0;0;0
2019;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;6;Overheidsdienstverlening en informatiesamenleving;174479;0;0;0;0
2019;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;7;Werkgevers- en bedrijfsvoeringsbeleid;520;0;0;0;0
2019;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;7;Werkgevers- en bedrijfsvoeringsbeleid;33427;0;0;0;0
2019;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;7;Werkgevers- en bedrijfsvoeringsbeleid;33427;0;0;0;0
2019;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;9;Uitvoering Rijksvastgoedbeleid;99782;0;0;0;0
2019;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;9;Uitvoering Rijksvastgoedbeleid;117329;0;0;0;0
2019;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;9;Uitvoering Rijksvastgoedbeleid;117329;0;0;0;0
2019;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;11;Centraal apparaat;17432;0;0;0;0
2019;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;11;Centraal apparaat;399997;0;0;0;0
2019;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;11;Centraal apparaat;399997;0;0;0;0
2019;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;12;Algemeen;6558;0;0;0;0
2019;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;12;Algemeen;6558;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;8661;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;11302361;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;11302400;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;7391;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;8611856;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;8681647;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;3000;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;4576976;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;4519526;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;1213;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;3277742;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;3258567;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;16;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;4898729;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;4928814;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;99;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;12785;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;12785;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;9000;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;168555;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;168559;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;893224;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;5602726;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;5602726;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;3657;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;93071;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;93071;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;13;Lesgelden;238734;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;13;Lesgelden;6649;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;13;Lesgelden;6649;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;14;Cultuur;494;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;14;Cultuur;967703;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;14;Cultuur;589734;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;15;Media;163000;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;15;Media;960829;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;15;Media;960829;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;101;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;1228371;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;1179678;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;25;Emancipatie;15880;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;25;Emancipatie;6643;0;0;0;0
2019;O;VIII;Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;567;0;0;0;0
2019;U;VIII;Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;259975;0;0;0;0
2019;V;VIII;Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;259975;0;0;0;0
2019;O;X;Defensie;1;Opdracht Inzet;6707;0;0;0;0
2019;U;X;Defensie;1;Opdracht Inzet;199488;0;0;0;0
2019;V;X;Defensie;1;Opdracht Inzet;171739;0;0;0;0
2019;O;X;Defensie;2;Taakuitvoering Zeestrijdkrachten;20429;0;0;0;0
2019;U;X;Defensie;2;Taakuitvoering Zeestrijdkrachten;842097;0;0;0;0
2019;V;X;Defensie;2;Taakuitvoering Zeestrijdkrachten;842097;0;0;0;0
2019;O;X;Defensie;3;Taakuitvoering Landstrijdkrachten;6432;0;0;0;0
2019;U;X;Defensie;3;Taakuitvoering Landstrijdkrachten;1427287;0;0;0;0
2019;V;X;Defensie;3;Taakuitvoering Landstrijdkrachten;1427287;0;0;0;0
2019;O;X;Defensie;4;Taakuitvoering Luchtstrijdkrachten;12043;0;0;0;0
2019;U;X;Defensie;4;Taakuitvoering Luchtstrijdkrachten;799984;0;0;0;0
2019;V;X;Defensie;4;Taakuitvoering Luchtstrijdkrachten;799984;0;0;0;0
2019;O;X;Defensie;5;Taakuitvoering Koninklijke Marechaussee;4587;0;0;0;0
2019;U;X;Defensie;5;Taakuitvoering Koninklijke Marechaussee;405344;0;0;0;0
2019;V;X;Defensie;5;Taakuitvoering Koninklijke Marechaussee;405344;0;0;0;0
2019;O;X;Defensie;6;Investeringen Krijgsmacht;123056;0;0;0;0
2019;U;X;Defensie;6;Investeringen Krijgsmacht;2839964;0;0;0;0
2019;V;X;Defensie;6;Investeringen Krijgsmacht;5115563;0;0;0;0
2019;O;X;Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;32406;0;0;0;0
2019;U;X;Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;932220;0;0;0;0
2019;V;X;Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;932220;0;0;0;0
2019;O;X;Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;80988;0;0;0;0
2019;U;X;Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;1279776;0;0;0;0
2019;V;X;Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;1279776;0;0;0;0
2019;U;X;Defensie;9;Algemeen;105779;0;0;0;0
2019;V;X;Defensie;9;Algemeen;105779;0;0;0;0
2019;O;X;Defensie;10;Centraal apparaat;25045;0;0;0;0
2019;U;X;Defensie;10;Centraal apparaat;1626034;0;0;0;0
2019;V;X;Defensie;10;Centraal apparaat;1626034;0;0;0;0
2019;U;X;Defensie;11;Geheime uitgaven;7586;0;0;0;0
2019;V;X;Defensie;11;Geheime uitgaven;7586;0;0;0;0
2019;U;X;Defensie;12;Nominaal en onvoorzien;11494;0;0;0;0
2019;V;X;Defensie;12;Nominaal en onvoorzien;11494;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;11;Integraal waterbeleid;45362;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;11;Integraal waterbeleid;30755;0;0;0;0
2019;O;XII;Infrastructuur en Waterstaat;13;Ruimtelijke Ontwikkeling;4450;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;13;Ruimtelijke Ontwikkeling;41436;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;13;Ruimtelijke Ontwikkeling;26820;0;0;0;0
2019;O;XII;Infrastructuur en Waterstaat;14;Wegen en verkeersveiligheid;6782;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;14;Wegen en verkeersveiligheid;49917;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;14;Wegen en verkeersveiligheid;33587;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;16;Openbaar vervoer en spoor;13157;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;16;Openbaar vervoer en spoor;11497;0;0;0;0
2019;O;XII;Infrastructuur en Waterstaat;17;Luchtvaart;1365;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;17;Luchtvaart;27329;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;17;Luchtvaart;40424;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;18;Scheepvaart en havens;38555;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;18;Scheepvaart en havens;6070;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;19;Klimaat;46164;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;19;Klimaat;44302;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;20;Lucht en geluid;27603;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;20;Lucht en geluid;24825;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;21;Duurzaamheid;27462;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;21;Duurzaamheid;27673;0;0;0;0
2019;O;XII;Infrastructuur en Waterstaat;22;Omgevingsveiligheid en milieurisico's;250;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;22;Omgevingsveiligheid en milieurisico's;33802;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;22;Omgevingsveiligheid en milieurisico's;29349;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;23;Meteorologie, seismologie en aardobservatie;52786;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;23;Meteorologie, seismologie en aardobservatie;53728;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;24;Handhaving en toezicht;108072;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;24;Handhaving en toezicht;108072;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;25;Bijdrage BDU;899965;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;25;Bijdrage BDU;898544;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;26;Bijdrage investeringsfondsen;7795954;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;26;Bijdrage investeringsfondsen;7795954;0;0;0;0
2019;O;XII;Infrastructuur en Waterstaat;97;Algemeen departement;1101;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;97;Algemeen departement;62073;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;97;Algemeen departement;50214;0;0;0;0
2019;O;XII;Infrastructuur en Waterstaat;98;Apparaatsuitgaven Kerndepartement;5430;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;98;Apparaatsuitgaven Kerndepartement;299115;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;98;Apparaatsuitgaven Kerndepartement;293059;0;0;0;0
2019;U;XII;Infrastructuur en Waterstaat;99;Nominaal en onvoorzien;-15992;0;0;0;0
2019;V;XII;Infrastructuur en Waterstaat;99;Nominaal en onvoorzien;-15973;0;0;0;0
2019;O;XIII;Economische Zaken en Klimaat;1;Goed functionerende economie en markten;31062;0;0;0;0
2019;U;XIII;Economische Zaken en Klimaat;1;Goed functionerende economie en markten;196389;0;0;0;0
2019;V;XIII;Economische Zaken en Klimaat;1;Goed functionerende economie en markten;197060;0;0;0;0
2019;O;XIII;Economische Zaken en Klimaat;2;Bedrijvenbeleid: innovatief en duurzaam ondernemen;113157;0;0;0;0
2019;U;XIII;Economische Zaken en Klimaat;2;Bedrijvenbeleid: innovatief en duurzaam ondernemen;889968;0;0;0;0
2019;V;XIII;Economische Zaken en Klimaat;2;Bedrijvenbeleid: innovatief en duurzaam ondernemen;2087514;0;0;0;0
2019;O;XIII;Economische Zaken en Klimaat;3;Toekomstfonds;28500;0;0;0;0
2019;U;XIII;Economische Zaken en Klimaat;3;Toekomstfonds;181977;0;0;0;0
2019;V;XIII;Economische Zaken en Klimaat;3;Toekomstfonds;149275;0;0;0;0
2019;O;XIII;Economische Zaken en Klimaat;4;Een doelmatige en duurzame energievoorziening;2232211;0;0;0;0
2019;U;XIII;Economische Zaken en Klimaat;4;Een doelmatige en duurzame energievoorziening;2799175;0;0;0;0
2019;V;XIII;Economische Zaken en Klimaat;4;Een doelmatige en duurzame energievoorziening;10605329;0;0;0;0
2019;O;XIII;Economische Zaken en Klimaat;5;Een veilig Groningen met perspectief;1749491;0;0;0;0
2019;U;XIII;Economische Zaken en Klimaat;5;Een veilig Groningen met perspectief;140471;0;0;0;0
2019;V;XIII;Economische Zaken en Klimaat;5;Een veilig Groningen met perspectief;140111;0;0;0;0
2019;O;XIII;Economische Zaken en Klimaat;40;Apparaat (EZK);25426;0;0;0;0
2019;U;XIII;Economische Zaken en Klimaat;40;Apparaat (EZK);278382;0;0;0;0
2019;V;XIII;Economische Zaken en Klimaat;40;Apparaat (EZK);278382;0;0;0;0
2019;O;XIV;Landbouw, Natuur en Voedselkwaliteit;11;Concurrerende, duurzame, veilige agro-, visserij- en voedsel;39950;0;0;0;0
2019;U;XIV;Landbouw, Natuur en Voedselkwaliteit;11;Concurrerende, duurzame, veilige agro-, visserij- en voedsel;622720;0;0;0;0
2019;V;XIV;Landbouw, Natuur en Voedselkwaliteit;11;Concurrerende, duurzame, veilige agro-, visserij- en voedsel;721694;0;0;0;0
2019;O;XIV;Landbouw, Natuur en Voedselkwaliteit;12;Natuur en biodiversiteit;45861;0;0;0;0
2019;U;XIV;Landbouw, Natuur en Voedselkwaliteit;12;Natuur en biodiversiteit;119510;0;0;0;0
2019;V;XIV;Landbouw, Natuur en Voedselkwaliteit;12;Natuur en biodiversiteit;105364;0;0;0;0
2019;O;XIV;Landbouw, Natuur en Voedselkwaliteit;50;Apparaat;2786;0;0;0;0
2019;U;XIV;Landbouw, Natuur en Voedselkwaliteit;50;Apparaat;108907;0;0;0;0
2019;V;XIV;Landbouw, Natuur en Voedselkwaliteit;50;Apparaat;108907;0;0;0;0
2019;U;XIV;Landbouw, Natuur en Voedselkwaliteit;51;Nog onverdeeld;31204;0;0;0;0
2019;V;XIV;Landbouw, Natuur en Voedselkwaliteit;51;Nog onverdeeld;31204;0;0;0;0
2019;O;XV;Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;24000;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;949968;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;949905;0;0;0;0
2019;O;XV;Sociale Zaken en Werkgelegenheid;2;Bijstand, Participatiewet en Toeslagenwet;2572;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;2;Bijstand, Participatiewet en Toeslagenwet;7079146;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;2;Bijstand, Participatiewet en Toeslagenwet;7037743;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;3;Arbeidsongeschiktheid;799;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;3;Arbeidsongeschiktheid;799;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;4;Jonggehandicapten;3359378;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;4;Jonggehandicapten;3359378;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;5;Werkloosheid;157104;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;5;Werkloosheid;155993;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;7527;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;7427;0;0;0;0
2019;O;XV;Sociale Zaken en Werkgelegenheid;7;Kinderopvang;1580594;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;7;Kinderopvang;3286740;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;7;Kinderopvang;3286740;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;26057;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;26057;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;9;Nabestaanden;1197;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;9;Nabestaanden;1197;0;0;0;0
2019;O;XV;Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;223329;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;5721498;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;5721498;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;448044;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;448044;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;14245954;0;0;0;0
2019;V;XV;Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;14245954;0;0;0;0
2019;O;XV;Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;1000;0;0;0;0
2019;U;XV;Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;312024;0;0;0;0
